onset	duration	RT	accuracy
18.233	6.7	0.392	1
24.907	6.7	0.771	0
31.582	6.7	0.001	1
56.48	6.7	0.596	1
63.154	6.7	0.136	1
69.829	6.7	0.001	1
94.726	6.7	0.845	1
101.401	6.7	0.44	1
108.075	6.7	0.619	1
132.973	6.7	0.414	1
139.648	6.7	0.397	1
146.322	6.7	0.5	0
171.22	6.7	0.445	1
177.894	6.7	0.762	0
184.569	6.7	NaN	NaN
209.467	6.7	0.444	1
216.141	6.7	0.385	1
222.816	6.7	0.101	1
247.714	6.7	NaN	NaN
254.388	6.7	0.081	1
261.062	6.7	0.426	0
285.96	6.7	0.201	1
292.635	6.7	0.283	0
299.309	6.7	0.759	1
324.207	6.7	0.332	1
330.882	6.7	NaN	NaN
337.556	6.7	0.305	0
362.454	6.7	0.397	1
369.128	6.7	0.378	0
375.803	6.7	0.55	1
400.701	6.7	0.632	1
407.375	6.7	NaN	NaN
414.05	6.7	0.364	1
438.947	6.7	0.708	0
445.622	6.7	0.306	1
452.296	6.7	0.423	0
